Country,Year,fertilityRate,lifeExpectancy,mortalityRate,popGrowth,ruralPopPct,gdpGrowthPct,gdpUS,gdpPerCapitaUS,gni,gniPerCapita,pop14under,pop15to24,pop25to64,pop65over,totalPop,happinessScore
Malta,2017,1.37,82.45366,5.6,2.73866,5.454,6.42249,12518134319.0893,26748.20741,10454112394.7598,23940.0,62.317,50.4,238.123,87.09299999999999,437.93300000000005,6.52699995040894
Mauritania,2015,4.736000000000001,63.082,55.8,2.8723099999999997,48.911,1.4,4844223106.95469,1158.2563699999998,1510541289000.0,1230.0,1639.0520000000001,786.613,1494.545,126.09100000000001,4046.301,4.436
Mauritania,2016,4.6739999999999995,63.238,54.5,2.79806,48.038000000000004,2.0,4739298730.42216,1101.90163,1625030970300.0,1130.0,1682.461,804.707,1546.3329999999999,130.032,4163.532999999999,4.2010000000000005
Mauritania,2017,4.612,63.38399999999999,53.3,2.73296,47.176,3.5,5024708655.99147,1136.76459,1768517315000.0,1100.0,1724.2720000000002,824.0210000000001,1600.2020000000002,134.075,4282.57,4.29199981689453
Mauritius,2015,1.36,74.35316999999999,12.8,0.13243,59.0,3.55306,11692287066.381,9260.4473,406896000000.0,9790.0,244.338,197.692,692.059,125.367,1259.4560000000001,5.477
Mauritius,2016,1.4,74.39488,12.2,0.06872,59.09,3.83795,12232463655.5727,9681.61857,432469000000.0,9790.0,238.514,196.69,694.8839999999999,131.77700000000002,1261.865,5.648
Mauritius,2017,1.44,74.51463000000001,11.6,0.09018999999999999,59.159,3.8184699999999996,13266427697.2513,10490.50397,463384000000.0,10130.0,232.12900000000002,195.13,698.7560000000001,138.484,1264.499,5.62900018692017
Moldova,2015,1.248,71.468,13.8,-0.06437999999999999,57.51,-0.4,6512885830.43282,1832.4951899999999,131223300000.0,2230.0,642.842,575.216,2443.5789999999997,409.06300000000005,4070.7,5.888999999999999
Moldova,2016,1.2409999999999999,71.61,13.5,-0.06062000000000001,57.489,4.5,6795731286.20042,1913.2374100000002,145084164000.0,2140.0,641.837,541.219,2459.437,423.51599999999996,4066.009,5.897
Moldova,2017,1.234,71.718,13.3,-0.07768,57.443000000000005,4.5,8128493432.07741,2290.23515,160664988400.0,2200.0,642.082,510.60400000000004,2464.119,442.879,4059.684,5.837999820709231
Mongolia,2015,2.793,69.087,16.1,1.79578,31.77,2.37984,11749620619.5962,3946.9620700000005,21251431655900.0,3850.0,865.4060000000001,503.781,1513.382,115.87,2998.4390000000003,4.874
Mongolia,2016,2.7569999999999997,69.28699999999999,15.4,1.68287,31.703000000000003,1.16839,11186734674.3847,3695.16485,21971134885900.0,3530.0,899.591,486.60400000000004,1550.3339999999998,119.835,3056.364,4.907
Mongolia,2017,2.713,69.465,14.8,1.58118,31.636999999999997,5.30167,11433635875.9316,3717.4733899999997,23970598596500.0,3270.0,932.572,471.673,1585.182,124.359,3113.7859999999996,4.95499992370605
Morocco,2015,2.526,75.57300000000001,21.8,1.40405,39.191,4.53638,101179808076.36,2863.8871,969055000000.0,3010.0,9614.554,6034.725,16803.944,2210.38,34663.602999999996,5.013
Morocco,2016,2.491,75.821,20.9,1.35123,38.64,1.12598,103345296966.607,2885.48753,994743000000.0,2880.0,9709.993,5985.383000000001,17134.332,2296.575,35126.282999999996,5.151
Morocco,2017,2.454,76.059,20.0,1.30336,38.092,4.08751,109708728848.535,3022.92792,1040255000000.0,2860.0,9767.979,5937.62,17472.73,2402.926,35581.255,5.2350001335144
Mozambique,2015,5.305,57.714,57.0,2.89142,65.6,6.59399,14798413628.4625,528.31305,579809702900.0,580.0,12282.518999999998,5382.206999999999,8593.074,784.202,27042.002,4.971
Mozambique,2017,5.178999999999999,58.872,53.3,2.8698799999999998,64.545,3.73696,12645508633.7664,426.22195999999997,779429408850.0791,420.0,12880.444,5784.42,9153.81,830.3439999999999,28649.017999999996,4.550000190734861
Myanmar,2015,2.23,66.464,41.1,0.9192,70.142,6.992839999999999,59687410896.5734,1138.99298,70439590643447.1,1210.0,14654.403,9574.412,25729.1,2722.8109999999997,52680.725999999995,4.3069999999999995
Myanmar,2016,2.207,66.612,39.9,0.91474,69.918,5.86247,63256184700.2223,1196.1032,77898569884930.7,1200.0,14497.163999999999,9633.981,26074.555,2839.5009999999997,53045.200999999994,4.395
Myanmar,2017,2.187,66.744,38.5,0.9136200000000001,69.678,6.75863,67068745521.3823,1256.66067,88283941636751.2,1210.0,14331.442,9692.474,26389.974,2968.633,53382.523,4.54500007629395
Namibia,2016,3.415,64.388,32.7,2.208,52.038999999999994,0.64165,11281259987.2185,4549.42164,162180298700.0,4700.0,869.456,488.344,912.8910000000001,87.353,2358.044,4.574
Namibia,2017,3.3539999999999996,64.85,31.8,2.1575,50.995,-0.94784,13253698014.7075,5230.7717299999995,173875963200.0,4570.0,886.1519999999999,488.04,940.291,88.15,2402.633,4.57399988174438
Nepal,2015,2.162,69.887,29.9,1.169,81.443,3.32291,21410840908.5198,747.16046,2164392074400.0,740.0,9010.435,5933.8730000000005,10573.94,1496.783,27015.031000000003,4.513999999999999
Nepal,2016,2.1180000000000003,70.253,28.8,1.13289,81.058,0.58868,21185922407.5922,730.98333,2287167403600.0,730.0,8812.265,6087.983,10836.323,1526.862,27263.432999999997,4.793
Nepal,2017,2.083,70.604,27.8,1.10565,80.664,7.90574,24880266905.4961,849.0110400000001,2673590421000.0,800.0,8659.118,6220.4169999999995,11187.841,1565.305,27632.681,4.961999893188481
Nicaragua,2015,2.231,75.149,15.9,1.1249799999999999,42.105,4.76861,12611087031.4931,2073.4979399999997,334315201200.0,1950.0,1946.406,1209.931,2771.281,295.622,6223.24,5.827999999999999
Nicaragua,2016,2.2,75.404,15.3,1.1101,41.91,4.65876,13184989877.5664,2143.92589,367129363300.0,2040.0,1948.201,1205.318,2842.579,307.876,6303.974,5.992000000000001
Nicaragua,2017,2.171,75.653,14.8,1.09405,41.701,4.86109,13814261535.5434,2221.80644,403401111400.0,2130.0,1950.4679999999998,1199.8210000000001,2911.9759999999997,322.58099999999996,6384.846,6.07100009918213
Niger,2015,7.29,59.667,51.6,3.83575,83.75299999999999,4.33707,7217667780.59665,362.7522,4178408000000.0,390.0,10033.891,3764.712,5687.925,515.135,20001.663,3.845
Niger,2016,7.239,60.058,49.9,3.8260699999999996,83.71,4.92593,7528285443.607691,364.16051,4367642000000.0,370.0,10427.109,3939.328,5885.119000000001,537.242,20788.798,3.8560000000000003
Niger,2017,7.184,60.422,48.3,3.8170900000000003,83.65,4.89344,8119710126.3489,378.05925,4623022732692.49,360.0,10821.256000000001,4123.054,6098.406,559.6659999999999,21602.382,4.02799987792969
Nigeria,2015,5.591,52.985,68.7,2.64036,52.162,2.65269,494583180777.234,2729.76278,92673618171900.0,2880.0,79936.869,34304.744,61940.733,4955.102,181137.448,5.268
Nigeria,2016,5.526,53.428000000000004,66.6,2.61903,51.317,-1.61687,404649527537.71295,2175.65628,100370320779900.0,2470.0,82019.705,35273.921,63560.138,5106.477,185960.241,4.875
Nigeria,2017,5.457000000000001,53.875,64.6,2.5987,50.481,0.80589,375745486520.656,1968.42552,111384943142500.0,2100.0,84009.266,36344.452000000005,65272.16099999999,5247.365,190873.24399999998,5.07399988174438
Oman,2015,2.737,76.801,9.6,5.85617,18.65,4.74125,68921456436.9311,16410.61297,25960315900.0,18130.0,931.722,625.685,2612.6679999999997,97.273,4267.348,6.853
Pakistan,2015,3.55,66.322,64.6,2.04541,63.974,4.73115,270556126820.064,1428.6376300000002,29117833000000.0,1430.0,71667.4,40596.642,78567.663,8595.259,199426.96399999998,5.194
Pakistan,2016,3.4810000000000003,66.48100000000001,62.9,1.99856,63.766000000000005,5.52674,278654637737.69,1442.28584,30858493000000.0,1500.0,72692.79,41083.104,81067.757,8787.702,203631.353,5.132000000000001
Pakistan,2017,3.4139999999999997,66.62899999999999,61.2,1.9540799999999998,63.558,5.70062,304951818494.06604,1547.85341,33707195000000.0,1580.0,73762.256,41524.54,83650.68,8968.733,207906.20899999997,5.26900005340576
Panama,2015,2.541,77.806,14.8,1.65788,33.304,5.73269,54091713775.5634,13627.69475,48743113775.5634,11740.0,1104.892,666.841,1896.844,299.91,3968.487,6.7860000000000005
Panama,2016,2.5140000000000002,78.001,14.3,1.6211,32.973,4.96646,57957594212.2216,14366.85289,52192394212.2216,12400.0,1114.3039999999999,675.097,1935.694,311.983,4037.078,6.7010000000000005
Panama,2017,2.487,78.195,13.9,1.58543,32.635,5.3212,62283756584.4322,15196.397340000001,56477556584.4322,13280.0,1122.769,683.508,1975.65,324.842,4106.769,6.4520001411438
Paraguay,2015,2.509,73.023,19.0,1.31198,39.25,3.0803700000000003,36164068797.2511,5447.11863,181378830528451.0,5670.0,2035.7120000000002,1350.162,2909.507,393.365,6688.746,5.877999999999999
Paraguay,2016,2.48,73.12,18.4,1.2898399999999999,38.974000000000004,4.3129,36054281572.3981,5360.98593,195973226842135.0,5430.0,2035.0729999999999,1351.89,2980.383,410.526,6777.871999999999,5.537999999999999
Paraguay,2017,2.4530000000000003,73.211,17.9,1.2704799999999998,38.7,5.21053,39667400816.2126,5823.76614,213878979686200.0,5470.0,2039.816,1350.213,3048.458,428.574,6867.061,5.493000030517581
Peru,2015,2.4290000000000003,74.747,12.6,1.29374,22.643,3.25137,189926516769.25,6053.11241,584106000000.0,6160.0,8556.7,5446.295999999999,14235.573,2232.165,30470.734,5.824
Peru,2016,2.4,74.983,12.1,1.25786,22.461,3.95131,191639655121.33,6031.3660899999995,619946000000.0,5950.0,8380.964,5436.726,14771.034,2337.308,30926.032000000003,5.742999999999999
Peru,2017,2.37,75.22,11.6,1.22507,22.28,2.5282299999999998,211389272242.15698,6571.92864,660656365300.0,5960.0,8289.502,5381.714,15317.03,2456.052,31444.298,5.71500015258789
Puerto Rico,2016,1.2425,79.78832,0.0,-1.9382700000000002,6.398,-1.32693,103960800000.0,30518.40675,70221800000.0,19820.0,591.179,441.21,1696.6989999999998,554.0369999999999,3283.125,7.039
Russia,2015,1.777,71.18341,7.3,0.19255999999999998,25.95,-2.82824,1363705265460.57,9314.545,80800739742756.8,11740.0,24468.863999999998,15505.251,85359.847,19651.095,144985.057,5.716
Russia,2016,1.7619999999999998,71.65122,6.9,0.17024,25.836,-0.22491,1282663609770.69,8744.9642,83628545055722.6,9710.0,25119.426,14734.225,85251.731,20170.001,145275.383,5.856
Russia,2017,1.7619999999999998,72.11901999999999,6.5,0.10687,25.708000000000002,1.64688,1578417211936.87,10749.05607,89783627682290.5,9220.0,25662.732999999997,14201.59,84908.345,20757.414,145530.082,5.962999820709231
Rwanda,2015,3.967,66.696,31.4,2.4740900000000003,82.99600000000001,8.867980000000001,8277613193.576309,711.7739799999999,5823953000000.0,710.0,4614.872,2249.448,4199.0470000000005,305.704,11369.071000000002,3.465
Rwanda,2016,3.885,67.12899999999999,30.1,2.4459,82.944,5.98131,8475681532.52169,711.19579,6506493000000.0,710.0,4705.319,2298.107,4342.664000000001,322.737,11668.827,3.515
Rwanda,2017,3.8089999999999997,67.49600000000001,28.9,2.41162,82.875,6.05783,9135454442.14013,748.29209,7429409000000.0,720.0,4808.694,2351.44,4479.398,341.42900000000003,11980.961000000001,3.47099995613098
Saudi Arabia,2015,2.5789999999999997,74.4,7.2,2.50414,16.82,4.1064099999999994,654269902880.0,20732.861719999997,2524785135800.0,23900.0,8190.404,4831.522,17737.641,958.1,31717.667,6.4110000000000005
Saudi Arabia,2016,2.532,74.561,6.7,2.25142,16.599,1.6706400000000001,644935541440.0,19982.08563,2477770280400.0,21730.0,8281.088,4862.254,18292.307,1007.798,32443.447,6.379
Saudi Arabia,2017,2.491,74.72,6.3,2.03193,16.378,-0.85661,686738400000.0,20849.29137,2619565200000.0,20090.0,8361.046999999999,4837.719,18840.681,1061.732,33101.179,6.343999862670901
Sierra Leone,2015,4.561,51.423,88.1,2.20547,59.17100000000001,-20.598770000000002,4218723875.1379,582.9362,21126586132100.0,550.0,3006.031,1450.578,2501.0229999999997,214.282,7171.914000000001,4.507
Sierra Leone,2016,4.457,51.835,84.7,2.17548,58.772,6.05547,3556036534.5692296,480.79302,20612030432900.0,480.0,3051.49,1483.7020000000002,2574.518,219.12400000000002,7328.834,4.635
Sierra Leone,2017,4.359,52.214,81.7,2.15373,58.364,4.211180000000001,3775047333.92116,499.5291,27176735000000.0,510.0,3096.954,1517.5739999999998,2650.6020000000003,223.293,7488.423000000001,4.70900011062622
Singapore,2015,1.24,82.7439,2.1,1.18638,,2.24106,304097759674.134,54940.85814,402296700000.0,54020.0,0.0,0.0,0.0,0.0,0.0,6.797999999999999
Singapore,2016,1.2,82.84634,2.2,1.29744,,2.39702,309763879840.753,55243.13288,405836500000.0,52350.0,694.789,772.27,3634.3,552.275,5653.634,6.739
Singapore,2017,1.16,82.89511999999999,2.2,0.0886,,3.6185400000000003,323907234412.34,57714.29663,431376500000.0,54530.0,697.092,750.82,3656.224,603.905,5708.041,6.57200002670288
Sudan,2015,4.595,64.257,45.9,2.38247,66.10600000000001,4.90605,97156119150.0,2513.88466,530049400000.0,2000.0,16146.248,7809.875,13607.083,1339.744,38902.95,4.55
Sudan,2016,4.532,64.486,44.8,2.38044,65.87899999999999,4.7,95584380032.2061,2415.03816,537782574000.0,2140.0,16412.408,8040.608,14003.938,1390.485,39847.439,4.138999999999999
Sudan,2017,4.468999999999999,64.69800000000001,43.7,2.3830299999999998,65.63,4.2830699999999995,117487857142.857,2898.54935,751687310000.0,2380.0,16674.16,8271.056,14425.343,1442.838,40813.397000000004,4.138999938964839
Syria,2015,2.966,69.904,14.0,-2.46785,47.832,-6.1,19090000.0,890.0,2906471000000.0,681.0,5949.143,3520.804,7809.043000000001,718.418,17997.408,3.0060000000000002
Syria,2016,2.9160000000000004,70.31,14.1,-1.63884,47.165,-4.0,12377000.0,709.0,3032991000000.0,377.0,5652.596,3374.8759999999997,7714.022,724.081,17465.575,3.069
Syria,2017,2.865,70.96300000000001,14.0,-0.8751200000000001,46.5,1.9,15183000.0,890.0,6826454492604.0,704.0,5441.472,3257.638,7658.316,738.252,17095.678,3.46199989318848
Togo,2015,4.5169999999999995,59.949,51.9,2.5659,59.9,5.74287,4179185205.1612206,563.4753599999999,2554926248945.42,630.0,3085.695,1404.295,2627.933,205.235,7323.158,2.839
Togo,2016,4.45,60.232,50.5,2.52386,59.372,5.09999,4457732624.94515,586.05225,2669312741288.75,600.0,3147.007,1443.983,2706.5429999999997,212.418,7509.951,3.303
Togo,2017,4.3839999999999995,60.477,49.2,2.48415,58.838,4.40001,4757776485.12802,610.1517299999999,2866276000000.0,610.0,3205.458,1487.526,2786.066,219.424,7698.474,3.4949998855590803
Uruguay,2015,2.0069999999999997,77.34100000000001,7.6,0.35048,4.955,0.37074,53274304222.135994,15524.84247,1414999663100.0,15830.0,719.43,518.446,1679.97,494.163,3412.009,6.485
Uruguay,2016,1.995,77.493,7.3,0.36227,4.856,1.6898,52687612261.5424,15298.35089,1542259092100.0,15200.0,717.073,515.9730000000001,1691.457,499.626,3424.1290000000004,6.545
Uruguay,2017,1.984,77.645,7.0,0.36935,4.76,2.6566799999999997,56156972157.6958,16245.59837,1645361955900.0,15250.0,714.0319999999999,512.72,1704.695,505.194,3436.6409999999996,6.4539999961853
Uzbekistan,2015,2.491,71.192,22.7,1.74426,49.25,8.0,66903804142.5395,2137.57685,175556795003000.0,2170.0,8770.030999999999,5984.195,14920.013,1255.318,30929.557,6.002999999999999
Uzbekistan,2016,2.455,71.314,21.3,1.73885,49.35,7.8,67445712840.4013,2117.74443,203816200300000.0,2230.0,8925.857,5853.576999999999,15360.117,1302.2,31441.751,5.987
Uzbekistan,2017,2.455,71.42,20.0,1.67918,49.45,5.3,49677172714.26,1533.85204,263692991560000.0,2000.0,9114.395,5700.299,15782.083,1363.0079999999998,31959.785,5.97100019454956
Venezuela,2015,2.3409999999999997,74.367,19.2,1.34671,11.845999999999998,-6.2,323595000000.0,10568.1,5813762502000.0,11047.0,8537.343,5315.071,14314.741000000002,1914.674,30081.828999999998,6.81
Venezuela,2016,2.3169999999999997,74.545,22.2,1.3170600000000001,11.835,-17.04,279249000000.0,9092.02,23135793443940.0,9420.0,8423.174,5121.321,14323.55,1983.21,29851.255,6.084
Venezuela,2017,2.294,74.726,25.7,1.28693,11.817,-15.67,143841000000.0,4755.03,285756411770680.0,8216.0,8224.056999999999,4923.725,14213.087,2041.615,29402.484,5.25
Yemen,2015,4.104,64.743,43.2,2.52025,65.223,-16.67846,45593573381.2648,1693.9078100000002,9506583989400.0,1340.0,10782.481000000002,5843.757,9130.793,740.8580000000001,26497.889,4.077
Yemen,2016,3.995,64.953,43.2,2.4515,64.60600000000001,-13.62146,36436652465.1639,1320.92413,8852628527300.0,1250.0,10966.228000000001,5903.955,9530.346,767.679,27168.208,3.7239999999999998
Yemen,2017,3.889,65.157,43.2,2.38647,63.983999999999995,-5.94232,31267675216.25,1106.8039099999999,9977464523100.0,1060.0,11134.316,5955.195,9951.56,793.748,27834.819,3.59299993515015
Zambia,2015,5.041,61.397,44.2,3.02412,58.093,2.91988,21154394545.895,1313.88965,180373800000.0,1560.0,7333.806,3236.3720000000003,4982.589,326.594,15879.361,5.129
Zambia,2016,4.981,61.873999999999995,43.0,3.0028200000000003,57.562,3.7571800000000004,20954754378.1394,1262.9896800000001,211363300000.0,1360.0,7500.735,3350.8720000000003,5173.012,338.839,16363.458,4.795
Zambia,2017,4.925,62.255,41.5,2.98512,57.023999999999994,3.40317,25868142073.452003,1513.27632,238016576100.0,1290.0,7653.45,3474.492,5374.2919999999995,351.365,16853.599,4.513999938964839
Zimbabwe,2015,3.8360000000000003,60.398,40.2,2.34564,67.615,1.77987,19963120600.0,1265.29441,17980769300.0,1120.0,5878.4490000000005,2827.98,4715.285,392.915,13814.628999999999,4.61
Zimbabwe,2016,3.76,61.163000000000004,38.2,2.33607,67.704,0.7558699999999999,20548678100.0,1272.33545,18772952300.0,1120.0,5986.053000000001,2827.7729999999997,4814.988,401.517,14030.331,4.1930000000000005
Zimbabwe,2017,3.682,61.711999999999996,36.5,2.32286,67.763,4.70404,22040902300.0,1333.39566,20079596800.0,1170.0,6064.486,2847.031,4912.759,412.319,14236.595,3.875
"Hong Kong S.A.R., China",2017,1.338,83.991,0.0,1.68461,,9.0961,50361201096.4366,80892.82132999999,371444819029.57,72050.0,82.682,70.008,408.894,61.001000000000005,622.585,5.47200012207031
Serbia,2015,1.46,75.2878,5.5,-0.49477,44.303999999999995,0.75772,37160332465.1645,5237.25533,3843937868100.0,5540.0,1434.861,1097.938,4838.771,1505.207,8876.777,5.122999999999999
Serbia,2016,1.46,75.6878,5.2,-0.52369,44.19,2.79732,38299854688.1277,5426.19828,4012540546500.0,5300.0,1414.618,1084.441,4812.264,1542.64,8853.963,5.1770000000000005
Serbia,2017,1.46,76.0878,5.0,-0.5321899999999999,44.058,1.86743,41431648801.1663,5901.22301,4153945509100.0,5180.0,1397.3670000000002,1072.316,4779.905,1580.04,8829.628,5.39499998092651
Montenegro,2015,1.6769999999999998,76.938,3.8,0.05611,34.194,3.4,4052913385.8267703,6514.2727,3734558900.0,7250.0,115.977,85.186,339.38,86.413,626.956,5.192
Montenegro,2016,1.6669999999999998,77.116,3.5,0.02314,33.859,2.9,4374130530.97345,7028.94013,3988778500.0,7090.0,114.99799999999999,84.40799999999999,339.151,88.70700000000001,627.264,5.1610000000000005
Montenegro,2017,1.6580000000000001,77.271,3.2,0.01125,33.523,4.7,4844592066.71174,7784.0652900000005,4386858600.0,7400.0,114.53200000000001,83.39,338.345,91.296,627.563,5.23699998855591
Romania,2015,1.58,75.0122,7.8,-0.47073000000000004,46.113,3.87151,177893451831.14102,8977.49854,695972390000.0,9520.0,3093.611,2218.13,11233.043,3380.3909999999996,19925.175,5.124
Romania,2016,1.64,75.30976,7.2,-0.57265,46.1,4.80081,188494136775.719,9567.09778,745074996400.0,9530.0,3053.377,2143.9570000000003,11150.098999999998,3448.8520000000003,19796.285,5.528
Romania,2017,1.64,75.30976,6.6,-0.60248,46.06399999999999,7.259989999999999,211883923504.01,10819.24402,835668352700.0,10000.0,3036.437,2085.965,11017.098,3514.469,19653.968999999997,5.824999809265139
Ukraine,2015,1.506,71.18951,8.1,-0.26081,30.939,-9.772969999999999,91030959454.6961,2124.6626699999997,1964280600000.0,2650.0,0.0,0.0,0.0,0.0,0.0,4.681
Ukraine,2016,1.466,71.47634000000001,7.8,-0.33138,30.846,2.44099,93355993628.5042,2187.732,2361440300000.0,2310.0,0.0,0.0,0.0,0.0,0.0,4.324
Ukraine,2017,1.374,71.78098,7.5,-0.38628,30.754,2.52451,112154185121.40599,2639.82433,3063066000000.0,2390.0,0.0,0.0,0.0,0.0,0.0,4.09600019454956
Tanzania,2015,5.079,64.95,41.0,3.1008299999999998,68.383,6.16063,47378599025.2894,905.75629,92556675535381.8,940.0,23003.555,10002.814,17169.697,1306.567,51482.633,3.781
Tanzania,2016,5.016,65.675,39.7,3.09245,67.667,6.86712,49774021003.0821,922.6239300000001,105946338027252.0,930.0,23610.922000000002,10293.265,17785.015,1360.0279999999998,53049.23,3.6660000000000004
Tanzania,2017,4.953,66.31,38.3,3.07924,66.947,6.78568,53320625958.5655,958.44568,116138210107187.0,920.0,24223.521,10603.021999999999,18421.558,1412.2379999999998,54660.33900000001,3.34899997711182
Suriname,2015,2.396,71.279,18.7,0.9590200000000001,33.944,-3.4111,4767414747.88691,8617.76176,16311367700.0,8770.0,156.031,98.25,267.908,36.954,559.143,6.269
Suriname,2016,2.372,71.405,18.1,0.92842,33.96,-5.56119,3152173913.04348,5645.3341,18621446400.0,6660.0,156.36700000000002,98.56299999999999,272.067,37.891,564.888,6.269
Turkmenistan,2015,2.931,67.704,43.0,1.79568,49.683,6.5,35799714285.7143,6432.68417,117969700000.0,7030.0,1694.3029999999999,1020.58,2623.637,226.767,5565.286999999999,5.547999999999999
Turkmenistan,2016,2.888,67.835,41.7,1.73252,49.272,6.2,36180000000.0,6389.35433,123290600000.0,6820.0,1745.61,997.294,2684.0409999999997,235.423,5662.368,5.6579999999999995
Turkmenistan,2017,2.8360000000000003,67.956,40.6,1.673,48.847,6.5,37926285714.2857,6586.62586,127233000000.0,6380.0,1779.713,978.6519999999999,2753.018,246.28400000000002,5757.6669999999995,5.82200002670288
Uganda,2015,5.682,59.575,39.0,3.32156,77.94,5.18786,27102650386.6012,675.1211400000001,75134234490000.0,670.0,18343.448,7837.156999999999,11325.126,719.722,38225.453,3.931
Uganda,2016,5.591,59.888999999999996,37.0,3.2908699999999995,77.376,4.781000000000001,24133664284.5033,581.70277,81455400076380.5,630.0,18902.523999999998,8156.073,11836.927,753.6419999999999,39649.166,3.739
Uganda,2017,5.5,60.181999999999995,35.4,3.2604599999999997,76.804,3.8630199999999997,25995031850.1658,606.46845,89546628379754.2,600.0,19480.004,8501.143,12394.917,790.5239999999999,41166.587999999996,4.08099985122681
Vietnam,2015,1.9580000000000002,76.05199999999999,17.3,1.10325,66.191,6.679289999999999,193241108709.536,2065.1691,3977609000000000.0,1950.0,21343.372000000003,15639.91,49523.022000000004,6170.772,92677.076,5.36
Vietnam,2016,1.954,76.253,17.0,1.06039,65.49,6.2108099999999995,205276172134.901,2170.64805,4314321000000000.0,2060.0,21571.914,15124.418,50553.42,6390.67,93640.42199999999,5.061
Vietnam,2017,1.95,76.454,16.7,1.02229,64.78699999999999,6.81225,223779865815.183,2342.244,4764958000000000.0,2160.0,21850.432999999997,14577.652,51521.165,6651.398,94600.648,5.07399988174438
Slovenia,2015,1.57,80.77561,1.9,0.07518999999999999,46.218999999999994,2.2589,43072415017.4321,20873.16111,37649330000.0,22230.0,303.844,202.09900000000002,1192.165,373.091,2071.199,5.848
Slovenia,2016,1.58,81.17560999999999,1.8,0.0732,45.98,3.14836,44708598648.8562,21650.21276,39294910000.0,21700.0,306.547,197.489,1186.844,383.33,2074.21,5.768
Slovenia,2017,1.58,81.17560999999999,1.7,0.06516,45.727,5.0008099999999995,48769655479.2388,23601.40278,42221740000.0,22030.0,309.428,193.68599999999998,1178.281,394.999,2076.394,5.75799989700317
Philippines,2015,2.958,68.95100000000001,23.0,1.5996,53.716,6.06655,292774099013.687,2878.33837,16114406405400.0,3520.0,32964.143,19863.741,44585.933,4699.395,102113.212,5.073
Philippines,2016,2.925,69.094,22.7,1.5645,53.525,6.875710000000001,304889079564.14197,2950.9139,17430338217200.0,3580.0,33091.184,20042.482,45592.685999999994,4937.464,103663.81599999999,5.279
Philippines,2017,2.8939999999999997,69.238,22.2,1.5346799999999998,53.318000000000005,6.68452,313595208736.66,2988.9527,19006673243800.0,3660.0,33095.825,20199.959,46684.652,5192.4890000000005,105172.925,5.42999982833862
Turkey,2015,2.072,75.498,11.6,1.59801,26.389,6.0859,859796691176.471,10984.80288,2312396701600.0,12000.0,20103.363,13007.676000000001,39238.997,6179.3730000000005,78529.409,5.332000000000001
Turkey,2016,2.053,75.755,10.8,1.57301,25.866,3.18382,863721731068.5079,10862.726429999999,2580797897200.0,11230.0,20215.824,13141.716,40044.181000000004,6426.15,79827.871,5.388999999999999
Turkey,2017,2.0340000000000003,76.009,10.0,1.5383,25.355999999999998,7.44123,851549299635.427,10546.152559999999,3065914795600.0,10940.0,20281.349,13287.836000000001,40850.525,6696.74,81116.45,5.5
Sweden,2015,1.85,82.20488,2.4,1.05745,13.447000000000001,4.45657,498117638852.89703,50832.55271,4255629000000.0,57900.0,1688.78,1203.549,4957.859,1914.7620000000002,9764.95,7.364
Sweden,2016,1.85,82.30731999999999,2.4,1.25645,13.148,2.68397,512205240408.433,51617.54035,4433362000000.0,54240.0,1710.318,1176.233,4997.973,1951.483,9836.007,7.291
Sweden,2017,1.85,82.30731999999999,2.3,1.34745,12.854000000000001,2.10472,535607385506.432,53253.47664,4643749000000.0,52270.0,1732.878,1145.599,5046.29,1980.129,9904.896,7.28399991989136
United Arab Emirates,2015,1.765,77.101,7.5,0.91561,14.325999999999999,5.0647,358135057862.492,39122.04971,1321651000000.0,43380.0,1311.987,988.052,6876.404,86.45700000000001,9262.9,6.901
United Arab Emirates,2016,1.7480000000000002,77.256,7.7,1.25176,14.035,2.98844,357045064669.84296,38517.80039,1318948000000.0,40950.0,1346.625,1065.667,6856.295999999999,92.39200000000001,9360.98,6.5729999999999995
United Arab Emirates,2017,1.7309999999999999,77.41199999999999,7.8,1.39836,13.752,0.7904,382575085091.899,40698.84934,1415207000000.0,39130.0,1376.0639999999999,1129.983,6882.994000000001,98.162,9487.203000000001,6.6479997634887695
South Africa,2015,2.485,61.981,31.8,1.36877,35.172,1.27955,317536830640.61896,5742.9878,3951055000000.0,6060.0,16223.292,10013.768,26363.687,2785.62,55386.367,4.6419999999999995
South Africa,2016,2.458,62.773999999999994,30.0,1.3013700000000001,34.659,0.56534,295746599722.06604,5279.73047,4229844000000.0,5490.0,16420.142,9945.056999999999,26963.368,2879.079,56207.64599999999,4.459
South Africa,2017,2.43,63.403999999999996,28.8,1.24488,34.15,1.31674,348871647959.64,6151.0779600000005,4512221000000.0,5430.0,16618.492,9883.194,27532.629,2975.441,57009.755999999994,4.8289999961853
Switzerland,2015,1.54,82.89756,3.8,1.13834,26.281999999999996,1.3333700000000002,679832291693.2571,82081.59712,669767630400.0,85800.0,1227.369,942.461,4633.747,1493.1979999999999,8296.775,7.587000000000001
Switzerland,2016,1.54,83.60244,3.8,1.0920299999999998,26.261,1.60122,670181065629.156,80037.50304,665115456300.0,82130.0,1242.9560000000001,937.6389999999999,4671.755,1527.567,8379.917,7.5089999999999995
Switzerland,2017,1.54,83.60244,3.7,0.92145,26.239,1.61669,678965423322.021,80342.84634,677790708568.0,81130.0,1257.589,931.523,4708.214,1558.4779999999998,8455.804,7.49399995803833
