Country,Year,fertilityRate,lifeExpectancy,mortalityRate,popGrowth,ruralPopPct,gdpGrowthPct,gdpUS,gdpPerCapitaUS,gni,gniPerCapita,pop14under,pop15to24,pop25to64,pop65over,totalPop,happinessScore
Chad,2016,5.947,52.903,75.0,3.11409,77.32300000000001,-6.25553,10090922857.3905,698.2108900000001,5873727500000.0,740.0,6936.978,2953.6290000000004,4313.731,357.32199999999995,14561.66,3.763
Chad,2017,5.846,53.208,73.4,3.04904,77.142,-2.95377,9871247731.897871,662.50011,5670000000000.0,640.0,7118.026999999999,3058.574,4469.731,370.421,15016.753,3.9360001087188703
Chile,2015,1.785,79.315,6.7,0.8417100000000001,12.64,2.3052599999999996,243999477737.94,13736.635690000001,154931445181098.0,14310.0,3695.764,2811.699,9557.786,1904.104,17969.353,6.67
Chile,2016,1.774,79.52199999999999,6.6,0.82458,12.578,1.26587,250036180921.053,13960.894209999999,164499749697238.0,13590.0,3696.328,2798.565,9733.325,1980.85,18209.068,6.705
Chile,2017,1.766,79.732,6.3,0.8062,12.51,1.48991,277075944401.94104,15346.4497,172769784149373.0,13610.0,3698.5570000000002,2775.223,9929.466999999999,2067.192,18470.439,6.65199995040894
China,2015,1.617,76.092,9.2,0.5081399999999999,44.5,6.9002,11064666282625.5,8069.21302,68644961686280.0,7950.0,253990.008,186269.84699999998,835303.3609999999,131284.654,1406847.87,5.14
China,2016,1.624,76.252,8.6,0.5414800000000001,43.263999999999996,6.7,11190992550229.5,8117.267470000001,74114040000000.0,8250.0,254452.75199999998,180260.242,840722.315,138614.042,1414049.351,5.245
China,2017,1.631,76.41,8.0,0.55912,42.04,6.9,12237700479375.0,8826.9941,82501600000000.0,8690.0,254893.81,176118.35,843003.215,147006.416,1421021.791,5.2729997634887695
Colombia,2015,1.874,74.2,13.5,0.9097799999999999,20.236,2.95595,293481748240.779,6085.20998,788989562765929.0,7180.0,11656.662,8562.614,23644.821,3656.57,47520.667,6.477
Colombia,2016,1.8530000000000002,74.381,13.1,0.87679,19.892,1.9626099999999997,282856115393.175,5813.69452,847918062521171.0,6340.0,11584.06,8624.898000000001,24142.783,3823.3109999999997,48175.052,6.481
Colombia,2017,1.834,74.562,12.7,0.84364,19.554000000000002,1.78919,314457601859.523,6408.92001,903293091722585.0,5890.0,11521.648000000001,8680.085,24697.945,4010.1609999999996,48909.83900000001,6.35699987411499
Comoros,2015,4.42,63.473,54.9,2.3477,71.53,1.09996,988150249.5336901,1271.0570400000001,440039000000.0,1390.0,312.073,154.46200000000002,288.39599999999996,22.493000000000002,777.424,3.9560000000000004
Comoros,2016,4.3469999999999995,63.701,53.6,2.3111900000000003,71.381,2.1882,1024261820.6281,1287.4064,457927000000.0,1320.0,318.051,157.06,297.216,23.265,795.592,3.9560000000000004
Congo (Brazzaville),2015,4.721,64.112,36.9,2.52471,34.457,2.64649,8553154580.399509,1712.12115,5007032000000.0,2350.0,2047.0770000000002,892.196,1792.0729999999999,124.749,4856.095,3.989
Congo (Brazzaville),2016,4.6610000000000005,64.625,35.8,2.5723599999999998,33.999,-2.80002,9035848070.90357,1762.8099100000002,4968368000000.0,1770.0,2095.786,918.1460000000001,1837.276,129.78799999999998,4980.996,4.236000000000001
Congo (Brazzaville),2017,4.599,65.08800000000001,34.7,2.59829,33.541,-3.1,8701334800.219759,1654.0103199999999,4574779000000.0,1430.0,2143.64,947.166,1884.805,135.084,5110.695,4.29099988937378
Costa Rica,2015,1.8,79.634,8.2,1.0512299999999999,23.138,3.63173,54775994478.4981,11393.02842,27990388802838.5,10480.0,1073.771,821.738,2531.353,420.94199999999995,4847.804,7.226
Costa Rica,2016,1.7830000000000001,79.831,8.0,1.0227,22.265,4.24599,57157992434.219,11767.50425,29784263236850.7,10860.0,1070.537,811.3430000000001,2578.216,439.249,4899.345,7.087000000000001
Costa Rica,2017,1.768,80.03,7.8,0.99345,21.44,3.2804599999999997,57285984447.7113,11677.269040000001,31112379281148.6,11120.0,1068.07,799.827,2624.1609999999996,457.89599999999996,4949.954000000001,7.0789999961853
Ivory Coast,2015,4.976,53.053000000000004,67.8,2.52916,50.556000000000004,8.84287,39633467835.725,1715.1055199999998,18999881000000.0,1590.0,9885.341999999999,4771.327,7919.12,650.354,23226.142999999996,3.655
Ivory Coast,2016,4.9110000000000005,53.582,66.0,2.51035,50.119,7.97175,35389998638.9371,1493.50606,20867597000000.0,1640.0,10096.34,4904.334,8150.156999999999,671.883,23822.714,3.9160000000000004
Ivory Coast,2017,4.846,54.102,64.2,2.49574,49.674,7.702089999999999,37353276059.2518,1537.50403,21476799000000.0,1580.0,10304.484,5041.45,8397.376,694.16,24437.47,4.17999982833862
Croatia,2015,1.4,77.27561,4.1,-0.8241,43.845,2.4005900000000002,49490142433.1046,11773.264659999999,337415953600.0,12970.0,615.501,486.772,2315.947,814.654,4232.874,5.7589999999999995
Croatia,2016,1.42,78.02195,4.0,-0.69838,43.597,3.5361300000000004,51640880494.2725,12371.00216,340128616700.0,12360.0,607.364,477.115,2298.577,825.546,4208.602,5.4879999999999995
Croatia,2017,1.42,77.82683,3.9,-1.20061,43.333,2.92136,55213087270.6341,13386.512859999999,359020602600.0,12570.0,603.922,465.81699999999995,2275.61,837.508,4182.857,5.2930002212524405
Cyprus,2015,1.35,80.344,2.3,0.7501,33.054,1.9623,19680625485.1946,23217.48415,17970120000.0,26380.0,196.155,185.51,630.331,148.989,1160.985,5.689
Cyprus,2016,1.3430000000000002,80.508,2.2,0.78418,33.119,4.81219,20453761061.9469,24019.13787,18116400000.0,24660.0,197.44299999999998,179.263,639.908,153.57299999999998,1170.187,5.546
Cyprus,2017,1.338,80.67,2.1,0.80233,33.164,4.2314099999999994,22054225828.2623,25658.79966,19037240000.0,24070.0,198.618,174.175,648.627,158.25799999999998,1179.678,5.62099981307983
Congo (Kinshasa),2015,6.202000000000001,59.205,74.1,3.30042,57.26,6.916189999999999,37917704900.0794,497.62976,32526868028900.0,460.0,35334.818,14400.81,24208.068,2300.848,76244.54400000001,4.5169999999999995
Congo (Kinshasa),2016,6.112,59.621,72.1,3.2785300000000004,56.693000000000005,2.39938,37134799974.5225,471.63595,36719824391700.0,470.0,36515.647000000004,14890.921999999999,25002.781000000003,2379.777,78789.12700000001,4.272
Congo (Kinshasa),2017,6.018,60.031000000000006,70.0,3.25353,56.12,3.70085,37642482562.3205,462.77954000000005,54026625264700.0,460.0,37674.17,15415.872,25850.671000000002,2458.051,81398.76400000001,4.2800002098083505
Djibouti,2015,2.9130000000000003,62.26,54.5,1.65803,22.583000000000002,9.6838,1633741922.6873698,1761.6101600000002,295619614500.0,1740.0,279.297,177.519,417.73699999999997,39.44,913.993,4.369
Dominican Republic,2015,2.451,73.673,26.2,1.17082,21.434,7.03337,68802092020.9448,6534.90855,2967361397200.0,6320.0,2964.047,1926.513,4721.811,669.309,10281.68,4.885
Dominican Republic,2016,2.4219999999999997,73.861,25.6,1.13706,20.564,6.61221,72342967648.3354,6793.53813,3183522921500.0,6480.0,2966.848,1923.9289999999999,4811.44,695.5239999999999,10397.741,5.155
Dominican Republic,2017,2.392,74.048,25.0,1.10394,19.723,4.551819999999999,75931656814.657,7052.25884,3447140306700.0,6630.0,2970.0170000000003,1918.2220000000002,4901.565,723.3,10513.104,5.230000019073491
Ecuador,2015,2.5140000000000002,76.102,13.0,1.5056399999999999,36.602,0.09887,99290381000.0,6150.15596,97559590500.0,6000.0,4711.02,2990.639,7439.97,1070.391,16212.02,5.975
Ecuador,2016,2.4859999999999998,76.327,12.7,1.4799200000000001,36.466,-1.22638,99937696000.0,6099.3153,98092762600.0,5840.0,4734.092000000001,3026.447,7615.15,1115.427,16491.116,5.976
Ecuador,2017,2.458,76.551,12.5,1.45286,36.33,2.36839,104295862000.0,6273.48889,101941815400.0,5920.0,4760.597,3061.158,7796.831999999999,1166.774,16785.361,6.00799989700317
Egypt,2015,3.3110000000000004,71.304,20.1,2.11829,57.215,4.37202,332698041030.807,3547.71301,2402022898900.0,3310.0,30795.827999999998,16602.672,40327.432,4716.615,92442.54699999999,4.194
Egypt,2016,3.265,71.484,19.4,2.0167900000000003,57.268,4.34664,332927833278.038,3479.28125,2673008858200.0,3410.0,31777.147999999997,16619.068,41190.044,4860.813,94447.073,4.362
Egypt,2017,3.21,71.661,18.8,1.9297400000000002,57.295,4.18122,235369129337.71103,2412.72708,3402647518200.0,3010.0,32574.004,16712.358,42152.852999999996,5003.376,96442.591,4.7350001335144
El Salvador,2015,2.101,73.267,13.4,0.4969,30.3,2.37763,23166030400.0,3669.8789899999997,22075300000.0,3430.0,1794.5479999999998,1298.751,2741.224,490.601,6325.124,6.13
El Salvador,2016,2.079,73.512,12.9,0.5095,29.499000000000002,2.58058,23912227500.0,3768.8377,22686830000.0,3490.0,1770.2879999999998,1295.296,2786.742,503.81699999999995,6356.143,6.068
El Salvador,2017,2.0580000000000003,73.75,12.5,0.52082,28.725,2.3226,24805439600.0,3889.30877,23357100000.0,3560.0,1753.261,1283.36,2833.7659999999996,517.739,6388.126,6.002999782562259
Estonia,2015,1.58,77.59024000000001,2.5,0.06555,31.584,1.90029,22904456871.8171,17412.448669999998,20197800000.0,18570.0,212.168,134.61700000000002,720.9689999999999,247.571,1315.325,5.428999999999999
Estonia,2016,1.6,77.64146,2.3,0.029110000000000004,31.436999999999998,3.4891,23984296770.8115,18228.05825,21193200000.0,18300.0,212.362,130.911,722.335,250.90200000000002,1316.51,5.517
Estonia,2017,1.6,77.64146,2.1,0.12107000000000001,31.283,4.85669,26611651598.9452,20200.37559,23148300000.0,18670.0,214.03,127.557,722.987,254.81599999999997,1319.39,5.61100006103516
Ethiopia,2015,4.317,65.03699999999999,44.2,2.54147,80.572,10.39246,64464547915.2698,645.46501,1292686340000.0,600.0,42527.398,21629.793999999998,33196.005,3482.261,100835.45800000001,4.512
Ethiopia,2016,4.198,65.475,42.5,2.50182,80.134,7.56177,73000980433.9486,712.87795,1536154800000.0,660.0,43224.175,22347.13,34434.031,3598.1259999999997,103603.462,4.508
Ethiopia,2017,4.081,65.874,41.0,2.4637,79.69,10.24581,80561496133.9172,767.56348,1795494100000.0,740.0,43890.818,23022.955,35775.102,3711.0490000000004,106399.924,4.46000003814697
Gabon,2015,3.85,65.685,37.4,2.86218,11.882,3.8789,14377324797.637,7448.715690000001,7797324892900.0,8040.0,707.65,365.527,803.8739999999999,70.635,1947.6860000000001,3.8960000000000004
Gabon,2016,3.786,66.105,36.1,2.53781,11.440999999999999,2.09144,14014369641.7689,7078.72954,7665279545400.0,7180.0,734.653,365.829,834.99,72.40100000000001,2007.8729999999998,4.121
Gabon,2017,3.72,66.48,35.1,2.2648599999999997,11.024000000000001,0.49532,15013950984.084,7413.795209999999,8191539792500.0,6650.0,760.312,366.17900000000003,864.316,74.016,2064.823,4.46500015258789
Georgia,2015,2.003,73.096,10.8,0.15748,42.552,2.88032,13993546747.7492,3756.37852,30884833634.6672,4110.0,763.2410000000001,519.7819999999999,2163.7329999999997,577.427,4024.183,4.297
Georgia,2016,1.996,73.26100000000001,10.2,0.059820000000000005,42.163000000000004,2.84897,14378016729.1587,3857.27631,32340782792.8998,3830.0,772.9960000000001,502.075,2158.215,582.164,4015.45,4.252
Georgia,2017,1.986,73.436,9.7,0.01339,41.769,4.83323,15081338092.2875,4045.41897,35806196042.5954,3770.0,782.867,485.404,2152.225,588.22,4008.716,4.28599977493286
Ghana,2015,4.042,62.448,38.9,2.27438,45.913999999999994,2.17821,49181854798.2552,1783.06109,176324252362.661,1960.0,10636.09,5498.774,10877.809,836.5319999999999,27849.205,4.633
Ghana,2016,3.984,62.742,37.2,2.23674,45.251000000000005,3.4477900000000004,55009730600.0307,1950.23438,210299013005.95,1840.0,10829.605,5592.584,11196.555,863.201,28481.945,4.276
Ghana,2017,3.926,63.033,35.7,2.19818,44.593,8.14345,58996776237.7603,2046.10999,244746771654.0,1880.0,11013.747,5690.845,11528.725,888.148,29121.465,4.11999988555908
Guatemala,2015,3.029,73.15,24.7,2.04427,50.028999999999996,4.14004,63767597193.9175,3923.57334,477442977800.0,3620.0,5888.528,3465.454,6165.898,732.549,16252.428999999998,6.122999999999999
Guatemala,2016,2.9730000000000003,73.40899999999999,23.9,2.01037,49.681000000000004,3.09248,68663653469.1246,4140.73763,510404882700.0,3800.0,5913.505999999999,3531.675,6376.358,761.5369999999999,16583.076,6.324
Guatemala,2017,2.92,73.654,23.1,1.97662,49.32,2.7603400000000002,75620095537.5005,4470.989570000001,545653796700.0,4060.0,5928.848000000001,3595.6279999999997,6596.113,794.3810000000001,16914.97,6.4539999961853
Guinea,2015,4.934,59.419,59.8,2.39392,64.859,3.81495,8794202409.5678,727.3025200000001,63889455000000.0,710.0,5148.298,2414.242,3540.335,329.213,11432.088,3.656
Guinea,2016,4.855,60.015,58.1,2.48623,64.54,10.45411,8694360304.563671,701.38864,76597309000000.0,740.0,5240.544,2493.494,3665.159,339.23199999999997,11738.428999999998,3.6069999999999998
Guinea,2017,4.777,60.617,56.4,2.55858,64.207,10.60432,10472514514.62,823.49372,97730733000000.0,790.0,5339.68,2574.847,3802.211,350.781,12067.518999999998,3.50699996948242
Haiti,2015,2.9730000000000003,63.055,56.1,1.30239,47.573,1.21122,8724656126.498491,814.5464,425352238800.0,810.0,3676.554,2139.468,4383.502,496.01800000000003,10695.542,4.518
Haiti,2016,2.9189999999999996,63.33,55.0,1.26424,46.604,1.45271,7970649131.234159,734.80259,484105677890.0,780.0,3685.868,2151.888,4489.518,512.696,10839.97,4.0280000000000005
Haiti,2017,2.8680000000000003,63.589,53.9,1.2268,45.653999999999996,1.1732799999999999,8408150517.976841,765.6839200000001,555433424600.0,760.0,3692.76,2165.2110000000002,4593.35,531.045,10982.366000000002,3.6029999256133998
Honduras,2015,2.5069999999999997,73.376,16.7,1.70643,44.835,3.8400800000000004,20979767785.2104,2341.2753199999997,428885115400.0,2090.0,3073.079,1932.609,3712.5240000000003,394.704,9112.916,4.788
Honduras,2016,2.4619999999999997,73.575,16.2,1.6824599999999998,44.187,3.75215,21643936938.9096,2375.09633,459570431700.0,2160.0,3059.403,1966.817,3832.9040000000005,411.671,9270.795,4.871
Honduras,2017,2.423,73.774,15.6,1.6563700000000001,43.543,4.7853,22978532896.7816,2480.12593,501022257500.0,2250.0,3049.823,1996.621,3952.528,430.041,9429.013,5.1810002326965305
Hong Kong,2015,1.196,84.27805,0.0,0.8512,,2.38785,309383627028.56104,42431.88828,2442656000000.0,41180.0,802.5,803.062,4489.141,1091.2930000000001,7185.996,5.474
Hong Kong,2016,1.205,84.22683,0.0,0.61937,,2.16292,320881182123.855,43737.04197,2553369000000.0,42970.0,811.1060000000001,778.846,4512.588,1141.002,7243.5419999999995,5.457999999999999
India,2015,2.352,68.30199999999999,35.3,1.16753,67.223,7.99625,2103587813812.2,1606.95269,136042577870300.0,1600.0,372623.06899999996,242349.879,621619.171,73560.284,1310152.403,4.565
India,2016,2.326,68.56,33.6,1.14821,66.818,8.16953,2290432075123.55,1729.70973,150773836949600.0,1680.0,369969.885,243895.766,633918.272,76733.326,1324517.249,4.404
India,2017,2.3040000000000003,68.803,32.0,1.12707,66.4,7.167889999999999,2650725335363.83,1979.3643,165872779170000.0,1790.0,367850.972,245212.11899999998,645519.145,80094.549,1338676.785,4.31500005722046
Indonesia,2015,2.3890000000000002,69.025,22.9,1.1810100000000001,46.687,4.87632,860854235065.0791,3334.54907,1.11439930341586e+16,3430.0,70928.717,44022.244000000006,129522.4,13909.895,258383.25600000002,5.399
Indonesia,2016,2.363,69.191,22.2,1.13749,46.011,5.0330699999999995,931877364177.7421,3568.83265,1.200471544e+16,3410.0,71228.821,44472.193,131406.113,14449.253999999999,261556.38100000002,5.314
Indonesia,2017,2.336,69.355,21.4,1.09538,45.341,5.06741,1015420587285.06,3846.41571,1.314590143e+16,3540.0,71230.546,44950.748,133432.33800000002,15037.331,264650.963,5.26200008392334
Iran,2015,1.686,75.73,13.8,1.2035200000000001,26.642,-1.32065,385874474398.59,4862.29973,1.14430303307934e+16,5340.0,18744.298,12493.476999999999,42695.85400000001,4558.585999999999,78492.215,4.686
Iran,2016,1.661,75.953,13.3,1.14879,26.12,13.396239999999999,418976679728.567,5219.10941,1.31921854e+16,5470.0,19121.494,12034.183,43702.445,4705.867,79563.989,4.813
Iran,2017,1.636,76.153,12.8,1.09684,25.605999999999998,3.7551900000000002,454012768723.589,5593.8537799999995,1.5345033e+16,5430.0,19561.677,11662.649,44577.899000000005,4871.657999999999,80673.883,4.69199991226196
Iraq,2015,4.427,69.672,26.7,3.12045,30.079,2.4776599999999998,177498577312.923,4914.72761,204506400000000.0,5810.0,13983.68,7203.249,13281.301000000001,1104.031,35572.261,4.677
Iraq,2016,4.37,69.862,26.0,2.96516,29.906,13.02415,170559560067.682,4584.617429999999,198781800000000.0,5380.0,14315.215,7372.297,13769.548,1153.572,36610.632000000005,4.575
Iraq,2017,4.309,70.038,25.3,2.84091,29.721999999999998,-2.07317,192060810810.811,5017.96806,222397200000000.0,4630.0,14560.891000000001,7530.689,14247.743,1213.458,37552.781,4.49700021743774
Israel,2015,3.09,82.05122,3.0,1.9812900000000002,7.821000000000001,2.56735,300470790394.92303,35855.27504,1157847888900.0,36160.0,2222.894,1181.713,3678.195,895.688,7978.49,7.278
Israel,2016,3.11,82.40732,2.9,1.96035,7.744,4.00789,319377923613.703,37371.62691,1215485212300.0,36460.0,2264.7070000000003,1200.98,3713.152,930.1460000000001,8108.985,7.267
Israel,2017,3.11,82.60244,2.9,1.9387299999999998,7.664,3.44461,353268411918.577,40543.58417,1258570277100.0,37440.0,2303.714,1222.695,3750.8109999999997,966.628,8243.848,7.212999820709231
Jamaica,2015,2.026,75.836,13.9,0.34346,45.167,0.90485,14145469269.456999,4925.41586,1599007000000.0,4690.0,711.1610000000001,539.7090000000001,1394.104,246.047,2891.0209999999997,5.709
Jamaica,2016,2.009,75.97,13.5,0.3275,44.902,1.38066,14072135208.5664,4883.86027,1676210000000.0,4600.0,706.329,534.82,1415.131,249.956,2906.236,5.51
Jamaica,2017,1.993,76.097,13.1,0.30993000000000004,44.622,0.97856,14781107821.7513,5114.04108,1833043000000.0,4760.0,701.419,528.198,1437.3120000000001,253.919,2920.848,5.31099987030029
Jordan,2015,3.445,74.182,15.5,3.8961300000000003,9.744,2.3917,37517410281.6901,4096.099270000001,26330261300.0,3890.0,3333.8109999999997,1791.1979999999999,3793.548,348.01800000000003,9266.575,5.192
Jordan,2016,3.378,74.329,15.1,3.18585,9.494,2.00373,38654727746.4789,4087.9375200000004,27228256700.0,3920.0,3388.133,1845.606,3959.2529999999997,361.29400000000004,9554.286,5.303
Jordan,2017,3.3089999999999997,74.476,14.6,2.5739900000000002,9.253,1.97002,40068308450.7042,4129.75166,28301999000.0,3980.0,3413.9109999999996,1890.191,4108.875,372.866,9785.843,5.33599996566772
Kazakhstan,2015,2.73,72.0,10.7,1.46148,42.809,1.2,184388432148.715,10510.77189,38436538200000.0,11420.0,4691.413,2618.831,9074.112,1187.66,17572.016,5.855
Kazakhstan,2016,2.73,72.3,9.7,1.42205,42.736000000000004,1.1,137278320084.17099,7714.841840000001,42545106200000.0,8800.0,4869.174,2497.002,9231.107,1233.618,17830.901,5.919
Kazakhstan,2017,2.73,72.95,8.9,1.36038,42.663999999999994,4.1,162886867831.694,9030.318809999999,47257067600100.0,7970.0,5047.012,2383.953,9358.715,1290.339,18080.019,5.8189997673034695
Kenya,2015,3.917,66.695,35.1,2.59934,74.342,5.71849,64007751187.8874,1355.05547,6217024000000.0,1310.0,19842.336,9707.246,17322.811,1005.943,47878.335999999996,4.419
Kenya,2016,3.852,67.032,34.3,2.56093,73.895,5.8692,70875223143.0362,1462.50374,7124731000000.0,1380.0,20063.034,9988.83,17932.137,1067.5330000000001,49051.53400000001,4.356
Kenya,2017,3.793,67.291,33.6,2.52311,73.438,4.87394,79263075749.2682,1594.83493,8111836000000.0,1460.0,20264.237,10291.614,18532.249,1133.042,50221.142,4.55299997329712
Kuwait,2015,1.986,74.577,7.5,3.9740699999999998,,0.59302,114567298105.68301,29109.06874,38292200000.0,40750.0,813.313,430.99300000000005,2510.013,81.27199999999999,3835.591,6.295
Kuwait,2016,1.97,74.694,7.2,2.92421,,3.5470099999999998,110912280701.754,27368.28668,37514400000.0,34890.0,842.701,430.57199999999995,2594.89,88.712,3956.875,6.239
Kuwait,2017,1.96,74.811,6.9,2.05021,,-2.86643,120126277612.925,29040.36371,42191300000.0,31430.0,868.916,429.659,2660.889,96.635,4056.099,6.10500001907349
Kyrgyzstan,2015,3.2,70.65122,19.8,2.05903,64.223,3.87583,6678178340.45121,1121.08284,413856124600.0,1180.0,1877.118,1094.766,2728.8959999999997,258.341,5959.121,5.2860000000000005
Kyrgyzstan,2016,3.1,70.95121999999999,18.8,2.03722,64.056,4.33586,6813092065.835071,1120.66651,451470487700.0,1110.0,1938.851,1071.562,2799.165,264.752,6074.33,5.185
Kyrgyzstan,2017,3.0,71.2,17.9,1.93365,63.865,4.58364,7564738836.041221,1220.4735,505581895000.0,1130.0,1991.898,1051.4360000000001,2873.258,273.14099999999996,6189.733,5.0040001869201705
Laos,2015,2.758,66.335,51.5,1.32279,66.892,7.269589999999999,14390391264.2607,2159.43315,112037273509400.0,2000.0,2265.853,1410.344,2806.3540000000003,258.613,6741.164000000001,4.876
Laos,2016,2.698,66.683,50.1,1.4064299999999998,66.264,7.02309,15805707154.2329,2338.69216,123721297800600.0,2150.0,2273.212,1410.8670000000002,2893.946,267.82099999999997,6845.846,4.876
Latvia,2015,1.7,74.48049,4.3,-0.81863,32.02,2.9717,26972863393.6384,13639.694119999998,24183816000.0,14950.0,301.535,211.768,1094.453,389.918,1997.674,5.098
Latvia,2016,1.74,74.58049,3.9,-0.91389,31.979,2.06438,27695474684.447002,14133.68295,24973160000.0,14580.0,300.653,197.0,1088.08,388.533,1974.266,5.56
Latvia,2017,1.74,74.68049,3.6,-0.8862200000000001,31.925,4.636480000000001,30463302413.7289,15684.558519999999,26846033000.0,14790.0,303.908,182.826,1077.396,386.967,1951.0970000000002,5.849999904632571
Lebanon,2015,1.72,79.40899999999999,7.2,4.33425,11.894,0.24333000000000002,49910270062.1559,8529.513659999999,74473153293700.0,8110.0,0.0,0.0,0.0,0.0,0.0,4.8389999999999995
Lebanon,2016,1.719,79.584,6.9,2.61757,11.734000000000002,1.7407400000000002,51483909754.8922,8571.12625,76379175530500.0,8120.0,0.0,0.0,0.0,0.0,0.0,5.129
Lebanon,2017,1.713,79.758,6.7,1.25221,11.571,1.5291,53576985686.6998,8808.58945,80010299722700.0,8400.0,0.0,0.0,0.0,0.0,0.0,5.22499990463257
Lesotho,2015,3.1430000000000002,53.745,70.5,1.3359999999999999,73.092,2.76666,2510312804.7673697,1154.35522,35593830044.7464,1320.0,687.7669999999999,423.92900000000003,848.462,98.863,2059.021,4.898
Lesotho,2017,3.0439999999999996,54.568000000000005,66.5,1.33051,72.27,-2.2863,2578265358.30386,1154.44425,38618217134.552,1210.0,689.817,420.7,879.1039999999999,101.913,2091.534,3.80800008773804
Liberia,2015,4.65,62.007,59.3,2.44961,50.18,,3177000000.0,706.05947,2897000000.0,630.0,1882.4260000000002,855.6469999999999,1592.104,142.053,4472.23,4.571000000000001
Liberia,2016,4.581,62.505,57.6,2.50636,49.746,-1.59958,3277826000.0,710.43601,2996826000.0,610.0,1917.424,885.048,1637.7,146.615,4586.787,3.622
Liberia,2017,4.513,63.006,55.9,2.52713,49.303000000000004,2.46863,3285455000.0,694.31958,2982565100.0,620.0,1950.4229999999998,916.6010000000001,1683.6629999999998,151.539,4702.226,3.5329999923706095
Libya,2015,2.312,71.77600000000001,11.4,0.49596999999999997,20.73,-8.862039999999999,27842131486.4054,4465.49037,40096652009.0232,5860.0,1852.8339999999998,1106.067,3187.362,272.052,6418.315,5.754
Libya,2016,2.274,71.934,11.0,0.9306700000000001,20.46,-2.79547,26221660076.2226,4166.630529999999,37468408011.8808,4700.0,1864.856,1096.121,3253.545,277.64,6492.161999999999,5.615
Libya,2017,2.235,72.11,10.6,1.28457,20.183,26.67587,38107728082.5817,5978.04293,53676446485.6087,5500.0,1878.099,1091.941,3325.7929999999997,284.89099999999996,6580.724,5.525000095367429
Lithuania,2015,1.7,74.32195,4.0,-0.94075,32.77,2.02063,41516701871.248,14291.90642,43900000000.0,15110.0,427.899,376.381,1579.7620000000002,547.8380000000001,2931.88,5.832999999999999
Lithuania,2016,1.69,74.67073,3.8,-1.2706899999999999,32.634,2.35318,42973365745.2891,14982.53305,42460000000.0,14800.0,423.086,351.84,1566.527,548.104,2889.5570000000002,5.813
Lithuania,2017,1.69,74.67073,3.4,-1.39832,32.484,4.13995,47544459558.9514,16809.648259999998,42930000000.0,15180.0,419.05800000000005,325.42400000000004,1551.74,549.192,2845.414,5.90199995040894
Madagascar,2015,4.2410000000000005,65.539,34.9,2.6945799999999998,64.807,3.1166099999999997,9744243531.20119,402.08831000000004,27481800310000.0,420.0,10091.893,4953.409000000001,8501.979,686.807,24234.088,3.681
Madagascar,2016,4.184,65.932,33.7,2.68887,64.14399999999999,4.17999,10001193315.1966,401.74227,30474754784600.0,400.0,10280.038,5110.168,8787.642,716.5219999999999,24894.37,3.695
Madagascar,2017,4.129,66.312,32.7,2.68058,63.478,4.17079,11499803806.5729,449.72238,34732295252000.0,400.0,10476.83,5262.243,9082.176,749.263,25570.512000000002,3.64400005340576
Malawi,2015,4.646,62.661,42.0,2.91437,83.68700000000001,2.8,6373212640.84604,362.6582,3082763641500.0,340.0,7550.125,3453.284,5300.483,441.411,16745.303,4.292
Malawi,2016,4.571000000000001,63.223,40.2,2.90482,83.494,2.4840400000000002,5433040159.88747,300.30775,3800283532700.0,320.0,7687.92,3555.4109999999996,5506.424,455.506,17205.261000000002,4.156000000000001
Malawi,2017,4.505,63.67100000000001,38.5,2.8902900000000002,83.286,4.000030000000001,6303292264.18905,338.48443,4499129213800.0,320.0,7827.345,3659.6420000000003,5715.1230000000005,468.086,17670.196,3.97000002861023
Malaysia,2015,2.056,75.143,6.5,1.62474,25.787,5.09152,296636282166.176,9655.13738,1126401000000.0,10450.0,7594.861999999999,5693.053000000001,15174.183,1808.864,30270.962000000003,5.77
Malaysia,2016,2.037,75.3,6.6,1.49932,25.16,4.223409999999999,296752886724.682,9515.19432,1196428000000.0,9860.0,7584.104,5672.528,15524.621000000001,1903.401,30684.654,6.005
Malaysia,2017,2.019,75.452,6.7,1.3914799999999998,24.553,5.89701,314710259510.743,9951.54415,1317027000000.0,9650.0,7572.05,5652.034000000001,15879.303999999998,2001.2579999999998,31104.646,6.08400011062622
Mali,2015,6.145,57.478,69.2,2.93398,60.00899999999999,5.96258,13099495529.7113,749.91795,7572845953000.0,790.0,8361.556,3334.486,5301.366999999999,441.369,17438.778000000002,3.995
Mali,2016,6.057,57.966,67.4,2.9719700000000002,59.217,5.8,14010787737.8424,778.60043,8086439442000.0,770.0,8597.276,3450.368,5464.728,453.07099999999997,17965.443,4.073
Mali,2017,5.968,58.456,65.8,2.99525,58.428000000000004,5.4,15334336143.644,827.0064,8709520994000.0,770.0,8834.653,3576.514,5635.691,465.57199999999995,18512.43,4.19000005722046
Malta,2015,1.37,81.89756,5.7,2.3864,5.586,9.62165,10554669617.5194,23715.53414,9142395594.11723,24640.0,61.68600000000001,53.59,236.812,81.471,433.559,6.3020000000000005
Malta,2016,1.37,82.45366,5.7,2.28862,5.52,5.230580000000001,11274020600.9269,24758.69562,9586714623.23789,23750.0,61.96,52.074,237.551,84.512,436.097,6.4879999999999995
